invoice_line_id,invoice_id,item_type,product_variant_id,service_id,subscription_plan_id,description,quantity,unit_price,discount_percent,discount_amount,tax_rate,tax_amount,line_total,billing_type
INVL-00230,INV-BILL-0051,PRODUCT,VAR-0554,,,Aruba CX 6300M 48-Port Smart Rate 10G PoE Switch / Redundant AC Power Supply & Stacking Module,20,561600.00,12.00,1347840.00,18.0,1779148.80,11663308.80,ONE_TIME
INVL-00231,INV-BILL-0051,PRODUCT,VAR-0034,,,Dell Latitude 5340 13.3-inch Ultra-Portable / 16GB RAM / 512GB SSD / Win 11 Pro,60,78000.00,3.00,140400.00,18.0,817128.00,5356728.00,ONE_TIME
INVL-00232,INV-BILL-0051,PRODUCT,VAR-0515,,,Lenovo ThinkSystem SR665 V3 2U Dual AMD 128-Core / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,20,817800.00,0.00,0.00,18.0,2944080.00,19300080.00,ONE_TIME
INVL-00233,INV-BILL-0051,PRODUCT,VAR-0356,,,Lenovo ThinkPad Universal USB-C Dock v2 Triple Display / Commercial Retail Pack,40,16200.00,10.00,64800.00,18.0,104976.00,688176.00,ONE_TIME
INVL-00234,INV-BILL-0052,PRODUCT,VAR-0324,,,Apple iPad Pro 13-inch M4 Ultra-Thin Tandem OLED 256GB / Stylus Support / Enterprise Security,20,129900.00,10.00,259800.00,18.0,420876.00,2759076.00,ONE_TIME
INVL-00235,INV-BILL-0052,PRODUCT,VAR-0009,,,Core Ultra 7 / 32GB / 1TB / RTX 4050 / 3.2K OLED,2,210000.00,5.00,21000.00,18.0,71820.00,470820.00,ONE_TIME
INVL-00236,INV-BILL-0052,PRODUCT,VAR-0013,,,Core i7-1365U / 16GB / 512GB SSD / Win 11 Pro,10,110000.00,10.00,110000.00,18.0,178200.00,1168200.00,ONE_TIME
INVL-00237,INV-BILL-0052,PRODUCT,VAR-0216,,,Aruba 10G SFP+ LC SR 300m MMF Transceiver (Pack of 4) / 19-inch Rackmount / Redundant Power Ready,60,33600.00,5.00,100800.00,18.0,344736.00,2259936.00,ONE_TIME
INVL-00238,INV-BILL-0052,SUBSCRIPTION,,,SUB-006,Managed Firewall Security Operations (SOC) & Threat Feeds (Monthly),1,9200.00,0.00,0.00,18.0,1656.00,10856.00,RECURRING
INVL-00239,INV-BILL-0053,PRODUCT,VAR-0270,,,Samsung ViewFinity S8 27-inch 4K Matte Anti-Glare Display / Factory Calibrated / Tilt-Swivel-Pivot,10,43200.00,5.00,21600.00,18.0,73872.00,484272.00,ONE_TIME
INVL-00240,INV-BILL-0053,PRODUCT,VAR-0243,,,Cisco Secure Firewall Firepower 1120 1U Appliance / Hardware Appliance / Base Bundle,5,186000.00,7.50,69750.00,18.0,154845.00,1015095.00,ONE_TIME
INVL-00241,INV-BILL-0053,PRODUCT,VAR-0276,,,Dell P3424WEB 34-inch Curved Video Conferencing Ultrawide / Factory Calibrated / Tilt-Swivel-Pivot,20,91200.00,3.00,54720.00,18.0,318470.40,2087750.40,ONE_TIME
INVL-00242,INV-BILL-0053,PRODUCT,VAR-0483,,,ASUS ExpertCenter E500 G9 Intel Xeon Tower / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,20,186300.00,12.00,447120.00,18.0,590198.40,3869078.40,ONE_TIME
INVL-00243,INV-BILL-0053,PRODUCT,VAR-0628,,,ASUS ProArt PA329CV 32-inch 4K HDR-400 Professional / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,60,71700.00,5.00,215100.00,18.0,735642.00,4822542.00,ONE_TIME
INVL-00244,INV-BILL-0053,SERVICE,,SRV-024,,Samsung Knox Enterprise Mobility Policy Enrollment,1,850.00,5.00,42.50,18.0,145.35,952.85,ONE_TIME
INVL-00245,INV-BILL-0054,PRODUCT,VAR-0462,,,Lenovo ThinkStation P7 Single-Socket Intel Xeon W-3400 / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,25,469800.00,12.00,1409400.00,18.0,1860408.00,12196008.00,ONE_TIME
INVL-00246,INV-BILL-0054,PRODUCT,VAR-0185,,,Seagate Exos X20 20TB Enterprise SAS 12Gbps 7.2K (Pack of 4) / Dual Controller / 10G/25G iSCSI & 32Gb FC,5,134000.00,0.00,0.00,18.0,120600.00,790600.00,ONE_TIME
INVL-00247,INV-BILL-0054,PRODUCT,VAR-0586,,,Palo Alto Networks PA-460 Multi-Gigabit NGFW / + 1-Year Enterprise Unified Threat Protection Suite,40,361000.00,5.00,722000.00,18.0,2469240.00,16187240.00,ONE_TIME
INVL-00248,INV-BILL-0054,PRODUCT,VAR-0135,,,Dell PowerEdge R760xs 2U Cloud Scale Optimized / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,60,432000.00,3.00,777600.00,18.0,4525632.00,29668032.00,ONE_TIME
INVL-00249,INV-BILL-0055,PRODUCT,VAR-0443,,,Dell OptiPlex 3000 Thin Client Dual 4K / 32GB DDR5 / 1TB NVMe / Win 11 Pro,20,47580.00,0.00,0.00,18.0,171288.00,1122888.00,ONE_TIME
INVL-00250,INV-BILL-0055,PRODUCT,VAR-0391,,,Dell Latitude 7340 13.3-inch Executive Lightweight / 32GB DDR5 / 1TB NVMe / Win 11 Pro,5,137860.00,7.50,51697.50,18.0,114768.45,752370.95,ONE_TIME
INVL-00251,INV-BILL-0055,PRODUCT,VAR-0201,,,Aruba AP-635 Enterprise Wi-Fi 6E Tri-Band Access Point / 19-inch Rackmount / Redundant Power Ready,20,69600.00,3.00,41760.00,18.0,243043.20,1593283.20,ONE_TIME
INVL-00252,INV-BILL-0055,PRODUCT,VAR-0150,,,Lenovo ThinkSystem ST550 4U Enterprise Tower/Rack Server / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,60,276000.00,12.00,1987200.00,18.0,2623104.00,17195904.00,ONE_TIME
INVL-00253,INV-BILL-0055,PRODUCT,VAR-0154,,,Dell PowerEdge T350 1-Socket Tower Hot-Plug Storage / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,25,150000.00,10.00,375000.00,18.0,607500.00,3982500.00,ONE_TIME
INVL-00254,INV-BILL-0056,PRODUCT,VAR-0324,,,Apple iPad Pro 13-inch M4 Ultra-Thin Tandem OLED 256GB / Stylus Support / Enterprise Security,60,129900.00,10.00,779400.00,18.0,1262628.00,8277228.00,ONE_TIME
INVL-00255,INV-BILL-0056,PRODUCT,VAR-0499,,,HPE ProLiant DL560 Gen11 2U 4-Socket High-Density / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,2,1357200.00,7.50,203580.00,18.0,451947.60,2962767.60,ONE_TIME
INVL-00256,INV-BILL-0056,PRODUCT,VAR-0308,,,Pixel 8 Pro 256GB / Obsidian,2,106999.00,12.00,25679.76,18.0,33897.28,222215.52,ONE_TIME
INVL-00257,INV-BILL-0056,PRODUCT,VAR-0257,,,LG 34WN80C-B 34-inch 21:9 Curved Ultrawide USB-C Display / Factory Calibrated / Tilt-Swivel-Pivot,5,50400.00,0.00,0.00,18.0,45360.00,297360.00,ONE_TIME
INVL-00258,INV-BILL-0056,PRODUCT,VAR-0576,,,Fortinet FortiGate 40F Secure SD-WAN Firewall / + 1-Year Enterprise Unified Threat Protection Suite,5,70600.00,5.00,17650.00,18.0,60363.00,395713.00,ONE_TIME
INVL-00259,INV-BILL-0056,SERVICE,,SRV-031,,Meeting Room Acoustic Echo Cancellation & Mic Array Tuning,1,7500.00,10.00,750.00,18.0,1215.00,7965.00,ONE_TIME
INVL-00260,INV-BILL-0056,SUBSCRIPTION,,,SUB-004,Platinum Datacenter Server Cluster AMC with Spares Onsite (Yearly),1,110000.00,0.00,0.00,18.0,19800.00,129800.00,RECURRING
