line_id,quotation_id,line_number,item_type,product_variant_id,service_id,subscription_plan_id,description,quantity,unit_price,discount_percent,discount_amount,tax_rate,tax_amount,line_total,billing_type,fulfillment_warehouse_id,fulfillment_status
QL-00207,QT-MUM-0048,1,PRODUCT,VAR-0257,,,LG 34WN80C-B 34-inch 21:9 Curved Ultrawide USB-C Display / Factory Calibrated / Tilt-Swivel-Pivot,60,50400.00,3.00,90720.00,18.0,527990.40,3461270.40,ONE_TIME,WH-001,ALLOCATED
QL-00208,QT-MUM-0048,2,PRODUCT,VAR-0454,,,Dell Precision 3660 Tower Financial Workstation / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,60,159300.00,5.00,477900.00,18.0,1634418.00,10714518.00,ONE_TIME,WH-001,ALLOCATED
QL-00209,QT-MUM-0048,3,PRODUCT,VAR-0387,,,Core i7-1355U / 32GB DDR5 / 1TB NVMe / Win 11 Pro,60,192760.00,7.50,867420.00,18.0,1925672.40,12623852.40,ONE_TIME,WH-001,ALLOCATED
QL-00210,QT-MUM-0048,4,PRODUCT,VAR-0577,,,Fortinet FortiGate 60F Enterprise Branch Firewall / + 1-Year Enterprise Unified Threat Protection Suite,40,94600.00,7.50,283800.00,18.0,630036.00,4130236.00,ONE_TIME,WH-001,ALLOCATED
QL-00211,QT-MUM-0048,5,PRODUCT,VAR-0496,,,HPE ProLiant DL380 Gen11 2U 2P World Best-Selling Server / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,25,756900.00,0.00,0.00,18.0,3406050.00,22328550.00,ONE_TIME,WH-001,ALLOCATED
QL-00212,QT-MUM-0048,6,SERVICE,,SRV-031,,Meeting Room Acoustic Echo Cancellation & Mic Array Tuning,1,7500.00,0.00,0.00,18.0,1350.00,8850.00,ONE_TIME,,PENDING
QL-00213,QT-MUM-0048,7,SUBSCRIPTION,,,SUB-009,Proactive All-Flash SAN Storage Telemetry & Capacity Planning (Monthly),1,4200.00,0.00,0.00,18.0,756.00,4956.00,RECURRING,,PENDING
QL-00214,QT-MUM-0049,1,PRODUCT,VAR-0392,,,Dell Latitude 7650 16-inch Executive Spreadsheets / 32GB DDR5 / 1TB NVMe / Win 11 Pro,40,158600.00,12.00,761280.00,18.0,1004889.60,6587609.60,ONE_TIME,WH-001,ALLOCATED
QL-00215,QT-MUM-0049,2,PRODUCT,VAR-0649,,,APC Smart-UPS 2200VA LCD 230V Workstation Tower / + Extended Battery Module (EBM) 2U Pack,5,85600.00,5.00,21400.00,18.0,73188.00,479788.00,ONE_TIME,WH-001,ALLOCATED
QL-00216,QT-MUM-0049,3,PRODUCT,VAR-0226,,,Fortinet FortiGate 200F High-Throughput Perimeter Firewall / Hardware Appliance / Base Bundle,20,408000.00,5.00,408000.00,18.0,1395360.00,9147360.00,ONE_TIME,WH-001,ALLOCATED
QL-00217,QT-MUM-0050,1,PRODUCT,VAR-0549,,,Cisco Meraki MS390-48P Multi-Gigabit Modular Uplinks / Redundant AC Power Supply & Stacking Module,2,424800.00,7.50,63720.00,18.0,141458.40,927338.40,ONE_TIME,WH-001,ALLOCATED
QL-00218,QT-MUM-0050,2,PRODUCT,VAR-0010,,,Core Ultra 9 / 64GB / 2TB / RTX 4070 / 4K+ OLED,40,270000.00,12.00,1296000.00,18.0,1710720.00,11214720.00,ONE_TIME,WH-001,ALLOCATED
QL-00219,QT-MUM-0050,3,PRODUCT,VAR-0270,,,Samsung ViewFinity S8 27-inch 4K Matte Anti-Glare Display / Factory Calibrated / Tilt-Swivel-Pivot,60,43200.00,5.00,129600.00,18.0,443232.00,2905632.00,ONE_TIME,WH-001,ALLOCATED
QL-00220,QT-MUM-0050,4,PRODUCT,VAR-0255,,,LG 27-inch 4K UHD IPS USB-C Display with HDR10 / Factory Calibrated / Tilt-Swivel-Pivot,2,34800.00,10.00,6960.00,18.0,11275.20,73915.20,ONE_TIME,WH-001,ALLOCATED
QL-00221,QT-MUM-0050,5,PRODUCT,VAR-0295,,,Eaton 5P 1500VA 1U High-Density Rackmount UPS / Sealed Lead-Acid Battery / LCD Display,5,38400.00,7.50,14400.00,18.0,31968.00,209568.00,ONE_TIME,WH-001,ALLOCATED
QL-00222,QT-MUM-0051,1,PRODUCT,VAR-0363,,,Jabra Evolve2 65 MS Wireless Noise-Cancelling Headset / Commercial Retail Pack,5,18600.00,12.00,11160.00,18.0,14731.20,96571.20,ONE_TIME,WH-001,ALLOCATED
QL-00223,QT-MUM-0051,2,PRODUCT,VAR-0224,,,Fortinet FortiGate 80F Dual WAN Bypass Firewall / Hardware Appliance / Base Bundle,40,132000.00,3.00,158400.00,18.0,921888.00,6043488.00,ONE_TIME,WH-001,ALLOCATED
QL-00224,QT-MUM-0051,3,PRODUCT,VAR-0588,,,Palo Alto Networks PA-3410 Datacenter Inspection Firewall / + 1-Year Enterprise Unified Threat Protection Suite,20,1201000.00,12.00,2882400.00,18.0,3804768.00,24942368.00,ONE_TIME,WH-001,ALLOCATED
QL-00225,QT-MUM-0051,4,PRODUCT,VAR-0276,,,Dell P3424WEB 34-inch Curved Video Conferencing Ultrawide / Factory Calibrated / Tilt-Swivel-Pivot,5,91200.00,3.00,13680.00,18.0,79617.60,521937.60,ONE_TIME,WH-001,ALLOCATED
QL-00226,QT-MUM-0051,5,SERVICE,,SRV-016,,Corporate Desktop & Micro-PC Desk-Side Rollout,1,1100.00,5.00,55.00,18.0,188.10,1233.10,ONE_TIME,,PENDING
QL-00227,QT-MUM-0052,1,PRODUCT,VAR-0235,,,Sophos XGS 136 High-Capacity Branch Firewall / Hardware Appliance / Base Bundle,60,88800.00,10.00,532800.00,18.0,863136.00,5658336.00,ONE_TIME,WH-001,ALLOCATED
QL-00228,QT-MUM-0052,2,PRODUCT,VAR-0208,,,Juniper EX2300 24-Port Gigabit PoE+ Compact Switch / 19-inch Rackmount / Redundant Power Ready,10,98400.00,3.00,29520.00,18.0,171806.40,1126286.40,ONE_TIME,WH-001,ALLOCATED
QL-00229,QT-MUM-0052,3,PRODUCT,VAR-0256,,,LG 32UN880 Ergo Arm 32-inch 4K UHD UltraFine Display / Factory Calibrated / Tilt-Swivel-Pivot,60,55200.00,0.00,0.00,18.0,596160.00,3908160.00,ONE_TIME,WH-001,ALLOCATED
QL-00230,QT-MUM-0052,4,SUBSCRIPTION,,,SUB-004,Platinum Datacenter Server Cluster AMC with Spares Onsite (Yearly),1,110000.00,0.00,0.00,18.0,19800.00,129800.00,RECURRING,,PENDING
QL-00231,QT-MUM-0053,1,PRODUCT,VAR-0505,,,Lenovo ThinkSystem ST550 4U Enterprise Tower/Rack Server / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,60,400200.00,10.00,2401200.00,18.0,3889944.00,25500744.00,ONE_TIME,WH-001,ALLOCATED
QL-00232,QT-MUM-0053,2,PRODUCT,VAR-0629,,,Dell C2423H 24-inch Video Conferencing FHD Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,2,27900.00,7.50,4185.00,18.0,9290.70,60905.70,ONE_TIME,WH-001,ALLOCATED
QL-00233,QT-MUM-0053,3,PRODUCT,VAR-0007,,,Core Ultra 7 / 32GB / 1TB SSD / Win 11 Pro,10,163000.00,10.00,163000.00,18.0,264060.00,1731060.00,ONE_TIME,WH-001,ALLOCATED
QL-00234,QT-MUM-0054,1,PRODUCT,VAR-0505,,,Lenovo ThinkSystem ST550 4U Enterprise Tower/Rack Server / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,5,400200.00,10.00,200100.00,18.0,324162.00,2125062.00,ONE_TIME,WH-001,ALLOCATED
QL-00235,QT-MUM-0054,2,PRODUCT,VAR-0589,,,Sophos XGS 116 Desktop Next-Gen Firewall with PoE / + 1-Year Enterprise Unified Threat Protection Suite,10,82600.00,7.50,61950.00,18.0,137529.00,901579.00,ONE_TIME,WH-001,ALLOCATED
QL-00236,QT-MUM-0054,3,PRODUCT,VAR-0282,,,APC Smart-UPS On-Line SRT 6000VA 230V 4U Server Room / Sealed Lead-Acid Battery / LCD Display,5,258000.00,10.00,129000.00,18.0,208980.00,1369980.00,ONE_TIME,WH-001,ALLOCATED
QL-00237,QT-MUM-0054,4,PRODUCT,VAR-0503,,,Lenovo ThinkSystem SR655 V3 2U High-Core AMD EPYC Single-P / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,5,591600.00,0.00,0.00,18.0,532440.00,3490440.00,ONE_TIME,WH-001,ALLOCATED
QL-00238,QT-MUM-0054,5,SERVICE,,SRV-034,,On-Site Cryptographic Hard Drive Decommissioning & Shred,1,900.00,5.00,45.00,18.0,153.90,1008.90,ONE_TIME,,PENDING
QL-00239,QT-MUM-0055,1,PRODUCT,VAR-0554,,,Aruba CX 6300M 48-Port Smart Rate 10G PoE Switch / Redundant AC Power Supply & Stacking Module,20,561600.00,12.00,1347840.00,18.0,1779148.80,11663308.80,ONE_TIME,WH-001,ALLOCATED
QL-00240,QT-MUM-0055,2,PRODUCT,VAR-0034,,,Dell Latitude 5340 13.3-inch Ultra-Portable / 16GB RAM / 512GB SSD / Win 11 Pro,60,78000.00,3.00,140400.00,18.0,817128.00,5356728.00,ONE_TIME,WH-001,ALLOCATED
QL-00241,QT-MUM-0055,3,PRODUCT,VAR-0515,,,Lenovo ThinkSystem SR665 V3 2U Dual AMD 128-Core / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,20,817800.00,0.00,0.00,18.0,2944080.00,19300080.00,ONE_TIME,WH-001,ALLOCATED
QL-00242,QT-MUM-0055,4,PRODUCT,VAR-0356,,,Lenovo ThinkPad Universal USB-C Dock v2 Triple Display / Commercial Retail Pack,40,16200.00,10.00,64800.00,18.0,104976.00,688176.00,ONE_TIME,WH-001,ALLOCATED
QL-00243,QT-MUM-0056,1,PRODUCT,VAR-0324,,,Apple iPad Pro 13-inch M4 Ultra-Thin Tandem OLED 256GB / Stylus Support / Enterprise Security,20,129900.00,10.00,259800.00,18.0,420876.00,2759076.00,ONE_TIME,WH-001,ALLOCATED
QL-00244,QT-MUM-0056,2,PRODUCT,VAR-0009,,,Core Ultra 7 / 32GB / 1TB / RTX 4050 / 3.2K OLED,2,210000.00,5.00,21000.00,18.0,71820.00,470820.00,ONE_TIME,WH-001,ALLOCATED
QL-00245,QT-MUM-0056,3,PRODUCT,VAR-0013,,,Core i7-1365U / 16GB / 512GB SSD / Win 11 Pro,10,110000.00,10.00,110000.00,18.0,178200.00,1168200.00,ONE_TIME,WH-001,ALLOCATED
QL-00246,QT-MUM-0056,4,PRODUCT,VAR-0216,,,Aruba 10G SFP+ LC SR 300m MMF Transceiver (Pack of 4) / 19-inch Rackmount / Redundant Power Ready,60,33600.00,5.00,100800.00,18.0,344736.00,2259936.00,ONE_TIME,WH-001,ALLOCATED
QL-00247,QT-MUM-0056,5,SUBSCRIPTION,,,SUB-006,Managed Firewall Security Operations (SOC) & Threat Feeds (Monthly),1,9200.00,0.00,0.00,18.0,1656.00,10856.00,RECURRING,,PENDING
QL-00248,QT-MUM-0057,1,PRODUCT,VAR-0270,,,Samsung ViewFinity S8 27-inch 4K Matte Anti-Glare Display / Factory Calibrated / Tilt-Swivel-Pivot,10,43200.00,5.00,21600.00,18.0,73872.00,484272.00,ONE_TIME,WH-001,ALLOCATED
QL-00249,QT-MUM-0057,2,PRODUCT,VAR-0243,,,Cisco Secure Firewall Firepower 1120 1U Appliance / Hardware Appliance / Base Bundle,5,186000.00,7.50,69750.00,18.0,154845.00,1015095.00,ONE_TIME,WH-001,ALLOCATED
QL-00250,QT-MUM-0057,3,PRODUCT,VAR-0276,,,Dell P3424WEB 34-inch Curved Video Conferencing Ultrawide / Factory Calibrated / Tilt-Swivel-Pivot,20,91200.00,3.00,54720.00,18.0,318470.40,2087750.40,ONE_TIME,WH-001,ALLOCATED
QL-00251,QT-MUM-0057,4,PRODUCT,VAR-0483,,,ASUS ExpertCenter E500 G9 Intel Xeon Tower / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,20,186300.00,12.00,447120.00,18.0,590198.40,3869078.40,ONE_TIME,WH-001,ALLOCATED
QL-00252,QT-MUM-0057,5,PRODUCT,VAR-0628,,,ASUS ProArt PA329CV 32-inch 4K HDR-400 Professional / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,60,71700.00,5.00,215100.00,18.0,735642.00,4822542.00,ONE_TIME,WH-001,ALLOCATED
QL-00253,QT-MUM-0057,6,SERVICE,,SRV-024,,Samsung Knox Enterprise Mobility Policy Enrollment,1,850.00,5.00,42.50,18.0,145.35,952.85,ONE_TIME,,PENDING
QL-00254,QT-MUM-0058,1,PRODUCT,VAR-0462,,,Lenovo ThinkStation P7 Single-Socket Intel Xeon W-3400 / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,25,469800.00,12.00,1409400.00,18.0,1860408.00,12196008.00,ONE_TIME,WH-001,ALLOCATED
QL-00255,QT-MUM-0058,2,PRODUCT,VAR-0185,,,Seagate Exos X20 20TB Enterprise SAS 12Gbps 7.2K (Pack of 4) / Dual Controller / 10G/25G iSCSI & 32Gb FC,5,134000.00,0.00,0.00,18.0,120600.00,790600.00,ONE_TIME,WH-001,ALLOCATED
QL-00256,QT-MUM-0058,3,PRODUCT,VAR-0586,,,Palo Alto Networks PA-460 Multi-Gigabit NGFW / + 1-Year Enterprise Unified Threat Protection Suite,40,361000.00,5.00,722000.00,18.0,2469240.00,16187240.00,ONE_TIME,WH-001,ALLOCATED
QL-00257,QT-MUM-0058,4,PRODUCT,VAR-0135,,,Dell PowerEdge R760xs 2U Cloud Scale Optimized / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,60,432000.00,3.00,777600.00,18.0,4525632.00,29668032.00,ONE_TIME,WH-001,ALLOCATED
QL-00258,QT-MUM-0059,1,PRODUCT,VAR-0443,,,Dell OptiPlex 3000 Thin Client Dual 4K / 32GB DDR5 / 1TB NVMe / Win 11 Pro,20,47580.00,0.00,0.00,18.0,171288.00,1122888.00,ONE_TIME,WH-001,ALLOCATED
QL-00259,QT-MUM-0059,2,PRODUCT,VAR-0391,,,Dell Latitude 7340 13.3-inch Executive Lightweight / 32GB DDR5 / 1TB NVMe / Win 11 Pro,5,137860.00,7.50,51697.50,18.0,114768.45,752370.95,ONE_TIME,WH-001,ALLOCATED
QL-00260,QT-MUM-0059,3,PRODUCT,VAR-0201,,,Aruba AP-635 Enterprise Wi-Fi 6E Tri-Band Access Point / 19-inch Rackmount / Redundant Power Ready,20,69600.00,3.00,41760.00,18.0,243043.20,1593283.20,ONE_TIME,WH-001,ALLOCATED
QL-00261,QT-MUM-0059,4,PRODUCT,VAR-0150,,,Lenovo ThinkSystem ST550 4U Enterprise Tower/Rack Server / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,60,276000.00,12.00,1987200.00,18.0,2623104.00,17195904.00,ONE_TIME,WH-001,ALLOCATED
QL-00262,QT-MUM-0059,5,PRODUCT,VAR-0154,,,Dell PowerEdge T350 1-Socket Tower Hot-Plug Storage / 128GB ECC / 2x 1.92TB SAS SSD / Redundant 1100W PSU,25,150000.00,10.00,375000.00,18.0,607500.00,3982500.00,ONE_TIME,WH-001,ALLOCATED
QL-00263,QT-MUM-0060,1,PRODUCT,VAR-0324,,,Apple iPad Pro 13-inch M4 Ultra-Thin Tandem OLED 256GB / Stylus Support / Enterprise Security,60,129900.00,10.00,779400.00,18.0,1262628.00,8277228.00,ONE_TIME,WH-001,ALLOCATED
QL-00264,QT-MUM-0060,2,PRODUCT,VAR-0499,,,HPE ProLiant DL560 Gen11 2U 4-Socket High-Density / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,2,1357200.00,7.50,203580.00,18.0,451947.60,2962767.60,ONE_TIME,WH-001,ALLOCATED
QL-00265,QT-MUM-0060,3,PRODUCT,VAR-0308,,,Pixel 8 Pro 256GB / Obsidian,2,106999.00,12.00,25679.76,18.0,33897.28,222215.52,ONE_TIME,WH-001,ALLOCATED
QL-00266,QT-MUM-0060,4,PRODUCT,VAR-0257,,,LG 34WN80C-B 34-inch 21:9 Curved Ultrawide USB-C Display / Factory Calibrated / Tilt-Swivel-Pivot,5,50400.00,0.00,0.00,18.0,45360.00,297360.00,ONE_TIME,WH-001,ALLOCATED
QL-00267,QT-MUM-0060,5,PRODUCT,VAR-0576,,,Fortinet FortiGate 40F Secure SD-WAN Firewall / + 1-Year Enterprise Unified Threat Protection Suite,5,70600.00,5.00,17650.00,18.0,60363.00,395713.00,ONE_TIME,WH-001,ALLOCATED
QL-00268,QT-MUM-0060,6,SERVICE,,SRV-031,,Meeting Room Acoustic Echo Cancellation & Mic Array Tuning,1,7500.00,10.00,750.00,18.0,1215.00,7965.00,ONE_TIME,,PENDING
QL-00269,QT-MUM-0060,7,SUBSCRIPTION,,,SUB-004,Platinum Datacenter Server Cluster AMC with Spares Onsite (Yearly),1,110000.00,0.00,0.00,18.0,19800.00,129800.00,RECURRING,,PENDING
QL-00270,QT-MUM-0061,1,PRODUCT,VAR-0343,,,Logitech Rally Bar All-in-One 4K Video Bar with AI Viewfinder / Teams & Zoom Certified / Table Mic Included,25,336000.00,10.00,840000.00,18.0,1360800.00,8920800.00,ONE_TIME,WH-001,ALLOCATED
QL-00271,QT-MUM-0061,2,PRODUCT,VAR-0267,,,Lenovo ThinkVision P34w-20 34.1-inch WQHD Curved Display / Factory Calibrated / Tilt-Swivel-Pivot,60,69600.00,5.00,208800.00,18.0,714096.00,4681296.00,ONE_TIME,WH-001,ALLOCATED
QL-00272,QT-MUM-0061,3,PRODUCT,VAR-0370,,,Targus CityLite Pro 15.6 Security Corporate Backpack / Commercial Retail Pack,10,4320.00,0.00,0.00,18.0,7776.00,50976.00,ONE_TIME,WH-001,ALLOCATED
QL-00273,QT-MUM-0061,4,PRODUCT,VAR-0369,,,Lenovo ThinkPad Professional 15.6-inch Backpack / Commercial Retail Pack,20,3480.00,0.00,0.00,18.0,12528.00,82128.00,ONE_TIME,WH-001,ALLOCATED
QL-00274,QT-MUM-0062,1,PRODUCT,VAR-0621,,,Lenovo ThinkVision P27u-20 27-inch 4K Thunderbolt 4 Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,40,63300.00,12.00,303840.00,18.0,401068.80,2629228.80,ONE_TIME,WH-001,ALLOCATED
QL-00275,QT-MUM-0062,2,PRODUCT,VAR-0204,,,Ubiquiti UniFi Pro 48 PoE Layer 3 600W 4x 10G SFP+ / 19-inch Rackmount / Redundant Power Ready,25,88800.00,3.00,66600.00,18.0,387612.00,2541012.00,ONE_TIME,WH-001,ALLOCATED
QL-00276,QT-MUM-0062,3,PRODUCT,VAR-0591,,,Sophos XGS 2100 1U Enterprise Rackmount Firewall / + 1-Year Enterprise Unified Threat Protection Suite,60,217000.00,5.00,651000.00,18.0,2226420.00,14595420.00,ONE_TIME,WH-001,ALLOCATED
QL-00277,QT-MUM-0062,4,PRODUCT,VAR-0590,,,Sophos XGS 136 High-Capacity Branch Firewall / + 1-Year Enterprise Unified Threat Protection Suite,10,113800.00,5.00,56900.00,18.0,194598.00,1275698.00,ONE_TIME,WH-001,ALLOCATED
QL-00278,QT-MUM-0063,1,PRODUCT,VAR-0523,,,NetApp AFF A150 All-Flash SAN/NAS Array 24x 1.92TB / 128TB Raw / 32Gb Fibre Channel SAN Gateway,25,2436000.00,5.00,3045000.00,18.0,10413900.00,68268900.00,ONE_TIME,WH-001,ALLOCATED
QL-00279,QT-MUM-0063,2,PRODUCT,VAR-0500,,,Lenovo ThinkSystem SR250 V2 1U Compact Rack Server / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,20,195750.00,12.00,469800.00,18.0,620136.00,4065336.00,ONE_TIME,WH-001,ALLOCATED
QL-00280,QT-MUM-0063,3,PRODUCT,VAR-0458,,,Dell Precision 7960 Rackmount 2U Remote Workstation / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,5,550800.00,3.00,82620.00,18.0,480848.40,3152228.40,ONE_TIME,WH-001,ALLOCATED
QL-00281,QT-MUM-0063,4,PRODUCT,VAR-0081,,,Apple Mac Studio M2 Max 12-Core CPU 30-Core GPU / 16GB RAM / 512GB NVMe / Win 11 Pro,40,209900.00,5.00,419800.00,18.0,1435716.00,9411916.00,ONE_TIME,WH-001,ALLOCATED
QL-00282,QT-MUM-0063,5,PRODUCT,VAR-0391,,,Dell Latitude 7340 13.3-inch Executive Lightweight / 32GB DDR5 / 1TB NVMe / Win 11 Pro,20,137860.00,12.00,330864.00,18.0,436740.48,2863076.48,ONE_TIME,WH-001,ALLOCATED
QL-00283,QT-MUM-0063,6,SERVICE,,SRV-040,,Commercial Tablet Kiosk Mount & POS Lockdown Setup,1,2400.00,10.00,240.00,18.0,388.80,2548.80,ONE_TIME,,PENDING
QL-00284,QT-MUM-0064,1,PRODUCT,VAR-0074,,,HP ProDesk 400 G9 Mini Desktop PC / 16GB RAM / 512GB NVMe / Win 11 Pro,5,54000.00,5.00,13500.00,18.0,46170.00,302670.00,ONE_TIME,WH-001,ALLOCATED
QL-00285,QT-MUM-0064,2,PRODUCT,VAR-0082,,,Apple Mac Studio M2 Ultra 24-Core CPU 60-Core GPU / 16GB RAM / 512GB NVMe / Win 11 Pro,10,414900.00,12.00,497880.00,18.0,657201.60,4308321.60,ONE_TIME,WH-001,ALLOCATED
QL-00286,QT-MUM-0064,3,PRODUCT,VAR-0166,,,HPE MSA 2060 16Gb Fibre Channel Hybrid Storage / Dual Controller / 10G/25G iSCSI & 32Gb FC,10,576000.00,12.00,691200.00,18.0,912384.00,5981184.00,ONE_TIME,WH-001,ALLOCATED
QL-00287,QT-MUM-0064,4,PRODUCT,VAR-0352,,,Dell WD19S 180W High-Speed USB-C Business Docking Station / Commercial Retail Pack,10,17400.00,10.00,17400.00,18.0,28188.00,184788.00,ONE_TIME,WH-001,ALLOCATED
QL-00288,QT-MUM-0064,5,SUBSCRIPTION,,,SUB-021,Jamf Pro Hosted MDM Subscription & Apple Enterprise Care (Yearly),1,3600.00,0.00,0.00,18.0,648.00,4248.00,RECURRING,,PENDING
QL-00289,QT-MUM-0065,1,PRODUCT,VAR-0278,,,APC Smart-UPS On-Line SRT 1000VA 230V 1U Rack/Tower / Sealed Lead-Acid Battery / LCD Display,25,50400.00,7.50,94500.00,18.0,209790.00,1375290.00,ONE_TIME,WH-001,ALLOCATED
QL-00290,QT-MUM-0065,2,PRODUCT,VAR-0456,,,Dell Precision 7920 Dual Xeon Scalable Compute Workstation / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,20,453600.00,3.00,272160.00,18.0,1583971.20,10383811.20,ONE_TIME,WH-001,ALLOCATED
QL-00291,QT-MUM-0065,3,PRODUCT,VAR-0372,,,Core i7-1355U / 32GB DDR5 / 1TB NVMe / Win 11 Pro,5,108580.00,0.00,0.00,18.0,97722.00,640622.00,ONE_TIME,WH-001,ALLOCATED
QL-00292,QT-MUM-0065,4,PRODUCT,VAR-0602,,,Dell P2722H 27-inch Ergonomic Corporate Display / + Heavy-Duty Gas-Spring Ergonomic Desk Mount,5,23700.00,12.00,14220.00,18.0,18770.40,123050.40,ONE_TIME,WH-001,ALLOCATED
QL-00293,QT-MUM-0066,1,PRODUCT,VAR-0258,,,LG 38WN95C-W 38-inch 144Hz Nano IPS Thunderbolt 3 Display / Factory Calibrated / Tilt-Swivel-Pivot,5,110400.00,7.50,41400.00,18.0,91908.00,602508.00,ONE_TIME,WH-001,ALLOCATED
QL-00294,QT-MUM-0066,2,PRODUCT,VAR-0082,,,Apple Mac Studio M2 Ultra 24-Core CPU 60-Core GPU / 16GB RAM / 512GB NVMe / Win 11 Pro,2,414900.00,0.00,0.00,18.0,149364.00,979164.00,ONE_TIME,WH-001,ALLOCATED
QL-00295,QT-MUM-0066,3,PRODUCT,VAR-0216,,,Aruba 10G SFP+ LC SR 300m MMF Transceiver (Pack of 4) / 19-inch Rackmount / Redundant Power Ready,2,33600.00,7.50,5040.00,18.0,11188.80,73348.80,ONE_TIME,WH-001,ALLOCATED
QL-00296,QT-MUM-0066,4,SERVICE,,SRV-036,,Remote NOC Technical Support Incident Token (5-Pack),1,5800.00,0.00,0.00,18.0,1044.00,6844.00,ONE_TIME,,PENDING
QL-00297,QT-MUM-0067,1,PRODUCT,VAR-0407,,,Acer TravelMate P4 14 Commercial Fleet / 32GB DDR5 / 1TB NVMe / Win 11 Pro,2,84180.00,5.00,8418.00,18.0,28789.56,188731.56,ONE_TIME,WH-001,ALLOCATED
QL-00298,QT-MUM-0067,2,PRODUCT,VAR-0537,,,Samsung PM9A3 7.68TB U.2 NVMe PCIe 4.0 SSD (Pack of 4) / 128TB Raw / 32Gb Fibre Channel SAN Gateway,25,327600.00,3.00,245700.00,18.0,1429974.00,9374274.00,ONE_TIME,WH-001,ALLOCATED
QL-00299,QT-MUM-0067,3,PRODUCT,VAR-0086,,,Acer Veriton M4690G Tower Corporate / 16GB RAM / 512GB NVMe / Win 11 Pro,2,49000.00,12.00,11760.00,18.0,15523.20,101763.20,ONE_TIME,WH-001,ALLOCATED
QL-00300,QT-MUM-0068,1,PRODUCT,VAR-0317,,,Galaxy Z Flip5 256GB / Graphite,20,99999.00,12.00,239997.60,18.0,316796.83,2076779.23,ONE_TIME,WH-001,ALLOCATED
QL-00301,QT-MUM-0068,2,PRODUCT,VAR-0235,,,Sophos XGS 136 High-Capacity Branch Firewall / Hardware Appliance / Base Bundle,5,88800.00,3.00,13320.00,18.0,77522.40,508202.40,ONE_TIME,WH-001,ALLOCATED
QL-00302,QT-MUM-0068,3,PRODUCT,VAR-0254,,,Dell UltraSharp U4924DW 49-inch Dual QHD Trading Station Display / Factory Calibrated / Tilt-Swivel-Pivot,25,150000.00,3.00,112500.00,18.0,654750.00,4292250.00,ONE_TIME,WH-001,ALLOCATED
QL-00303,QT-MUM-0068,4,PRODUCT,VAR-0291,,,Vertiv Liebert GXT5 5000VA 5U Intelligent Power Solution / Sealed Lead-Acid Battery / LCD Display,2,201600.00,0.00,0.00,18.0,72576.00,475776.00,ONE_TIME,WH-001,ALLOCATED
QL-00304,QT-MUM-0068,5,SUBSCRIPTION,,,SUB-022,Software-Defined Network Fabric Orchestration & Telemetry (Monthly),1,6200.00,0.00,0.00,18.0,1116.00,7316.00,RECURRING,,PENDING
QL-00305,QT-MUM-0069,1,PRODUCT,VAR-0334,,,HP Color LaserJet Enterprise M555dn Workgroup Printer / Duplex Network / Secure Pull Print,10,86400.00,10.00,86400.00,18.0,139968.00,917568.00,ONE_TIME,WH-001,ALLOCATED
QL-00306,QT-MUM-0069,2,PRODUCT,VAR-0488,,,Dell PowerEdge R660 1U Ultra-Dense Dual 4th/5th Gen Xeon / 256GB ECC / 8x 1.92TB Enterprise SAS SSD / Dual 1400W,20,556800.00,3.00,334080.00,18.0,1944345.60,12746265.60,ONE_TIME,WH-001,ALLOCATED
QL-00307,QT-MUM-0069,3,PRODUCT,VAR-0479,,,Lenovo ThinkStation P3 Ultra Dual GPU Trading / 128GB ECC / 2TB NVMe Gen5 / Dual GPU Ready,40,218700.00,10.00,874800.00,18.0,1417176.00,9290376.00,ONE_TIME,WH-001,ALLOCATED
QL-00308,QT-MUM-0069,4,PRODUCT,VAR-0554,,,Aruba CX 6300M 48-Port Smart Rate 10G PoE Switch / Redundant AC Power Supply & Stacking Module,5,561600.00,10.00,280800.00,18.0,454896.00,2982096.00,ONE_TIME,WH-001,ALLOCATED
QL-00309,QT-MUM-0069,5,SERVICE,,SRV-039,,Enterprise 802.1X Network Access Control (NAC) RADIUS,1,16500.00,5.00,825.00,18.0,2821.50,18496.50,ONE_TIME,,PENDING
