recommendation_id,source_product_id,recommended_product_id,recommendation_type,confidence_score,co_purchase_rate,margin_delta,priority,promotion_active,minimum_margin_percent,reason,status
REC-0346,PROD-0101,PROD-0268,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0347,PROD-0101,PROD-0288,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0348,PROD-0102,PROD-0254,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0349,PROD-0102,PROD-0288,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0350,PROD-0103,PROD-0262,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0351,PROD-0103,PROD-0284,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0352,PROD-0104,PROD-0244,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0353,PROD-0104,PROD-0289,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0354,PROD-0105,PROD-0249,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0355,PROD-0105,PROD-0281,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0356,PROD-0106,PROD-0261,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0357,PROD-0106,PROD-0270,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0358,PROD-0107,PROD-0265,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0359,PROD-0107,PROD-0274,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0360,PROD-0108,PROD-0254,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0361,PROD-0108,PROD-0285,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0362,PROD-0109,PROD-0243,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0363,PROD-0109,PROD-0283,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0364,PROD-0110,PROD-0254,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0365,PROD-0110,PROD-0271,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0366,PROD-0111,PROD-0243,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0367,PROD-0111,PROD-0278,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0368,PROD-0112,PROD-0262,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0369,PROD-0112,PROD-0280,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0370,PROD-0113,PROD-0242,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0371,PROD-0113,PROD-0286,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0372,PROD-0114,PROD-0264,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0373,PROD-0114,PROD-0288,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0374,PROD-0115,PROD-0263,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0375,PROD-0115,PROD-0288,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0376,PROD-0116,PROD-0245,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0377,PROD-0116,PROD-0280,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0378,PROD-0117,PROD-0258,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0379,PROD-0117,PROD-0286,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0380,PROD-0118,PROD-0263,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0381,PROD-0118,PROD-0289,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0382,PROD-0119,PROD-0243,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0383,PROD-0119,PROD-0283,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0384,PROD-0120,PROD-0262,UPSELL,0.96,0.89,10.5,1,True,20.0,Factory color-calibrated high-density display required for algorithmic modeling,ACTIVE
REC-0385,PROD-0120,PROD-0277,ATTACHMENT,0.92,0.78,8.0,2,True,20.0,Pure sine-wave power backup prevents computational workstation data corruption,ACTIVE
REC-0386,PROD-0121,PROD-0277,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0387,PROD-0121,PROD-0204,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0388,PROD-0121,PROD-0200,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0389,PROD-0122,PROD-0272,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0390,PROD-0122,PROD-0207,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0391,PROD-0122,PROD-0179,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0392,PROD-0123,PROD-0270,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0393,PROD-0123,PROD-0209,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0394,PROD-0123,PROD-0185,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0395,PROD-0124,PROD-0278,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0396,PROD-0124,PROD-0206,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0397,PROD-0124,PROD-0204,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0398,PROD-0125,PROD-0283,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0399,PROD-0125,PROD-0188,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0400,PROD-0125,PROD-0181,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0401,PROD-0126,PROD-0282,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0402,PROD-0126,PROD-0206,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0403,PROD-0126,PROD-0191,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0404,PROD-0127,PROD-0273,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0405,PROD-0127,PROD-0204,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0406,PROD-0127,PROD-0189,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0407,PROD-0128,PROD-0270,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0408,PROD-0128,PROD-0207,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0409,PROD-0128,PROD-0188,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0410,PROD-0129,PROD-0278,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0411,PROD-0129,PROD-0209,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0412,PROD-0129,PROD-0200,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0413,PROD-0130,PROD-0276,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0414,PROD-0130,PROD-0189,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0415,PROD-0130,PROD-0181,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0416,PROD-0131,PROD-0277,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0417,PROD-0131,PROD-0206,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0418,PROD-0131,PROD-0203,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0419,PROD-0132,PROD-0271,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0420,PROD-0132,PROD-0206,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0421,PROD-0132,PROD-0203,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0422,PROD-0133,PROD-0275,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0423,PROD-0133,PROD-0187,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0424,PROD-0133,PROD-0204,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0425,PROD-0134,PROD-0281,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0426,PROD-0134,PROD-0209,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0427,PROD-0134,PROD-0178,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0428,PROD-0135,PROD-0271,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0429,PROD-0135,PROD-0205,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0430,PROD-0135,PROD-0202,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0431,PROD-0136,PROD-0270,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0432,PROD-0136,PROD-0207,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0433,PROD-0136,PROD-0210,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0434,PROD-0137,PROD-0270,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0435,PROD-0137,PROD-0187,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0436,PROD-0137,PROD-0190,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0437,PROD-0138,PROD-0284,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0438,PROD-0138,PROD-0207,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0439,PROD-0138,PROD-0210,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0440,PROD-0139,PROD-0273,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0441,PROD-0139,PROD-0209,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0442,PROD-0139,PROD-0203,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0443,PROD-0140,PROD-0275,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0444,PROD-0140,PROD-0204,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0445,PROD-0140,PROD-0179,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0446,PROD-0141,PROD-0283,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0447,PROD-0141,PROD-0189,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0448,PROD-0141,PROD-0203,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0449,PROD-0142,PROD-0275,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0450,PROD-0142,PROD-0207,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0451,PROD-0142,PROD-0204,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0452,PROD-0143,PROD-0281,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0453,PROD-0143,PROD-0209,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0454,PROD-0143,PROD-0195,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0455,PROD-0144,PROD-0281,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0456,PROD-0144,PROD-0206,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0457,PROD-0144,PROD-0182,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0458,PROD-0145,PROD-0271,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0459,PROD-0145,PROD-0209,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0460,PROD-0145,PROD-0188,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0461,PROD-0146,PROD-0270,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0462,PROD-0146,PROD-0204,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0463,PROD-0146,PROD-0195,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0464,PROD-0147,PROD-0283,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0465,PROD-0147,PROD-0209,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0466,PROD-0147,PROD-0190,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0467,PROD-0148,PROD-0278,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0468,PROD-0148,PROD-0207,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0469,PROD-0148,PROD-0195,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0470,PROD-0149,PROD-0281,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0471,PROD-0149,PROD-0187,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0472,PROD-0149,PROD-0179,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0473,PROD-0150,PROD-0284,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0474,PROD-0150,PROD-0188,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0475,PROD-0150,PROD-0204,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0476,PROD-0151,PROD-0272,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0477,PROD-0151,PROD-0210,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0478,PROD-0151,PROD-0202,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0479,PROD-0152,PROD-0271,ATTACHMENT,0.97,0.92,9.0,1,True,20.0,Online double-conversion UPS guarantees zero-downtime power for mission-critical server nodes,ACTIVE
REC-0480,PROD-0152,PROD-0196,CROSS_SELL,0.91,0.82,15.0,2,True,20.0,10G/25G SFP28 optical transceivers for high-throughput top-of-rack leaf-spine links,ACTIVE
REC-0481,PROD-0152,PROD-0187,ATTACHMENT,0.88,0.75,12.0,3,True,20.0,Dedicated Top-of-Rack management and SAN interconnect switch,ACTIVE
REC-0482,PROD-0153,PROD-0189,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0483,PROD-0153,PROD-0273,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0484,PROD-0154,PROD-0205,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0485,PROD-0154,PROD-0276,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0486,PROD-0155,PROD-0206,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0487,PROD-0155,PROD-0276,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0488,PROD-0156,PROD-0210,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0489,PROD-0156,PROD-0280,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0490,PROD-0157,PROD-0187,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0491,PROD-0157,PROD-0283,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0492,PROD-0158,PROD-0185,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0493,PROD-0158,PROD-0288,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0494,PROD-0159,PROD-0187,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0495,PROD-0159,PROD-0284,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0496,PROD-0160,PROD-0206,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0497,PROD-0160,PROD-0288,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0498,PROD-0161,PROD-0207,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0499,PROD-0161,PROD-0274,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0500,PROD-0162,PROD-0206,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0501,PROD-0162,PROD-0270,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0502,PROD-0163,PROD-0207,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0503,PROD-0163,PROD-0271,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0504,PROD-0164,PROD-0207,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0505,PROD-0164,PROD-0283,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0506,PROD-0165,PROD-0208,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0507,PROD-0165,PROD-0285,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
REC-0508,PROD-0166,PROD-0207,CROSS_SELL,0.94,0.88,16.0,1,True,20.0,16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0509,PROD-0166,PROD-0275,ATTACHMENT,0.96,0.9,12.0,2,True,20.0,Online double-conversion UPS prevents cache write-back corruption,ACTIVE
