line_id,quotation_id,line_number,item_type,product_variant_id,service_id,subscription_plan_id,description,quantity,unit_price,discount_percent,discount_amount,tax_rate,tax_amount,line_total,billing_type,fulfillment_warehouse_id,fulfillment_status
QL-00237,QT-0064,3,PRODUCT,VAR-0340,,,Enterprise Operational IT Hardware Component Tier-30 (ACC) - Standard Edition,20,1800.00,10.00,3600.00,18.0,5832.00,38232.00,ONE_TIME,WH-001,ALLOCATED
QL-00238,QT-0064,4,PRODUCT,VAR-0492,,,Cisco 10G SFP+ Twinax Passive Copper Cable 3-Meter (5-Meter Extended Reach),2,6000.00,3.00,360.00,18.0,2095.20,13735.20,ONE_TIME,WH-001,ALLOCATED
QL-00239,QT-0064,5,SUBSCRIPTION,,,SUB-002,Non-Comprehensive AMC (Labour Only) (Annually),1,22000.00,0.00,0.00,18.0,3960.00,25960.00,RECURRING,,PENDING
QL-00240,QT-0065,1,PRODUCT,VAR-0144,,,"ThinkVision T27h-30 27"" QHD USB-C Hub Monitor",50,32500.00,0.00,0.00,18.0,292500.00,1917500.00,ONE_TIME,WH-001,ALLOCATED
QL-00241,QT-0065,2,PRODUCT,VAR-0202,,,HP Z2 SFF G9 i7 / 32GB ECC / 1TB / RTX A2000 12GB,2,162000.00,10.00,32400.00,18.0,52488.00,344088.00,ONE_TIME,WH-001,ALLOCATED
QL-00242,QT-0065,3,PRODUCT,VAR-0270,,,Logitech Rally Bar Mini Video Bar Appliance Graphite,50,225000.00,0.00,0.00,18.0,2025000.00,13275000.00,ONE_TIME,WH-001,ALLOCATED
QL-00243,QT-0065,4,PRODUCT,VAR-0079,,,Samsung Galaxy A55 5G 256GB Awesome Iceblue,75,42999.00,10.00,322492.50,18.0,522437.85,3424870.35,ONE_TIME,WH-001,ALLOCATED
QL-00244,QT-0066,1,PRODUCT,VAR-0218,,,ThinkSystem SR630 V3 1x Xeon Silver 4410Y / 64GB DDR5 / 2x 960GB SAS SSD,10,354000.00,7.50,265500.00,18.0,589410.00,3863910.00,ONE_TIME,WH-001,ALLOCATED
QL-00245,QT-0066,2,PRODUCT,VAR-0038,,,ThinkCentre M70q Gen 4 i7 / 32GB / 1TB / Black,5,68500.00,10.00,34250.00,18.0,55485.00,363735.00,ONE_TIME,WH-001,ALLOCATED
QL-00246,QT-0066,3,PRODUCT,VAR-0267,,,Kingston ValueRAM 32GB DDR5 5600MT/s Non-ECC CL46 2Rx8 1.1V SODIMM,50,9400.00,5.00,23500.00,18.0,80370.00,526870.00,ONE_TIME,WH-001,ALLOCATED
QL-00247,QT-0066,4,PRODUCT,VAR-0484,,,Logitech Brio 4K Ultra HD Pro Webcam with Privacy Shutter - Arctic White / Silver Edition,5,18000.00,7.50,6750.00,18.0,14985.00,98235.00,ONE_TIME,WH-001,ALLOCATED
QL-00248,QT-0066,5,PRODUCT,VAR-0153,,,ThinkPad Universal USB-C Dock with 90W AC Adapter,30,13800.00,10.00,41400.00,18.0,67068.00,439668.00,ONE_TIME,WH-001,ALLOCATED
QL-00249,QT-0066,6,SERVICE,,SRV-002,,Hypervisor & OS Provisioning,1,14500.00,5.00,725.00,18.0,2479.50,16254.50,ONE_TIME,,PENDING
QL-00250,QT-0067,1,PRODUCT,VAR-0515,,,Apple 140W USB-C Power Adapter White - Arctic White / Silver Edition,75,9400.00,10.00,70500.00,18.0,114210.00,748710.00,ONE_TIME,WH-001,ALLOCATED
QL-00251,QT-0067,2,PRODUCT,VAR-0011,,,ThinkPad X1 Carbon Gen 11 i7 / 16GB / 512GB / Deep Black,5,154000.00,7.50,57750.00,18.0,128205.00,840455.00,ONE_TIME,WH-001,ALLOCATED
QL-00252,QT-0067,3,PRODUCT,VAR-0245,,,Synology SA3400 12-Bay SAS/SATA Enterprise Storage (Diskless),5,456000.00,3.00,68400.00,18.0,398088.00,2609688.00,ONE_TIME,WH-001,ALLOCATED
QL-00253,QT-0067,4,PRODUCT,VAR-0170,,,"Cisco 10GBASE-SR SFP+ Optical Transceiver (850nm, MMF, LC Duplex)",30,9500.00,10.00,28500.00,18.0,46170.00,302670.00,ONE_TIME,WH-001,ALLOCATED
QL-00254,QT-0068,1,PRODUCT,VAR-0496,,,"UniFi Dream Machine Special Edition (8x PoE GbE, 2.5G WAN, 10G SFP+) with Dual Redundant Power Supplies (1+1 RPS)",5,67200.00,7.50,25200.00,18.0,55944.00,366744.00,ONE_TIME,WH-001,ALLOCATED
QL-00255,QT-0068,2,PRODUCT,VAR-0368,,,Enterprise Operational IT Hardware Component Tier-44 (UPS) - Standard Edition,5,21000.00,0.00,0.00,18.0,18900.00,123900.00,ONE_TIME,WH-001,ALLOCATED
QL-00256,QT-0068,3,PRODUCT,VAR-0042,,,Mac Studio M2 Max (12-Core CPU / 38-Core GPU / 64GB / 1TB) Silver,10,247900.00,5.00,123950.00,18.0,423909.00,2778959.00,ONE_TIME,WH-001,ALLOCATED
QL-00257,QT-0068,4,SUBSCRIPTION,,,SUB-004,Managed Cloud Backup BaaS - 1 TB (Monthly),1,1800.00,0.00,0.00,18.0,324.00,2124.00,RECURRING,,PENDING
QL-00258,QT-0069,1,PRODUCT,VAR-0212,,,PowerEdge R760xa 2x Xeon Gold 6430 / 256GB ECC / 4x NVIDIA A16 64GB VDI GPUs,75,816000.00,5.00,3060000.00,18.0,10465200.00,68605200.00,ONE_TIME,WH-001,ALLOCATED
QL-00259,QT-0069,2,PRODUCT,VAR-0531,,,ATEN 16-Port Cat5 High-Density KVM Switch with Daisy-Chain Port (5-Meter Extended Reach),20,60800.00,7.50,91200.00,18.0,202464.00,1327264.00,ONE_TIME,WH-001,ALLOCATED
QL-00260,QT-0069,3,SERVICE,,SRV-008,,Enterprise Admin Systems Training,1,11000.00,0.00,0.00,18.0,1980.00,12980.00,ONE_TIME,,PENDING
QL-00261,QT-0070,1,PRODUCT,VAR-0332,,,Enterprise Operational IT Hardware Component Tier-26 (SEC) - Standard Edition,50,3200.00,10.00,16000.00,18.0,25920.00,169920.00,ONE_TIME,WH-001,ALLOCATED
QL-00262,QT-0070,2,PRODUCT,VAR-0106,,,UniFi Pro 24-Port PoE bundled with UniFi SmartPower Redundant Cable,50,70000.00,5.00,175000.00,18.0,598500.00,3923500.00,ONE_TIME,WH-001,ALLOCATED
QL-00263,QT-0071,1,PRODUCT,VAR-0179,,,HP EliteBook 640 G10 i7 / 32GB / 1TB SSD,30,86000.00,12.00,309600.00,18.0,408672.00,2679072.00,ONE_TIME,WH-001,ALLOCATED
QL-00264,QT-0071,2,PRODUCT,VAR-0386,,,Enterprise Operational IT Hardware Component Tier-53 (STO) - Standard Edition,75,18500.00,0.00,0.00,18.0,249750.00,1637250.00,ONE_TIME,WH-001,ALLOCATED
QL-00265,QT-0071,3,PRODUCT,VAR-0388,,,Enterprise Operational IT Hardware Component Tier-54 (UPS) - Standard Edition,30,21000.00,5.00,31500.00,18.0,107730.00,706230.00,ONE_TIME,WH-001,ALLOCATED
QL-00266,QT-0071,4,PRODUCT,VAR-0375,,,Enterprise Operational IT Hardware Component Tier-47 (MON) - Professional High-End Edition,20,29375.00,3.00,17625.00,18.0,102577.50,672452.50,ONE_TIME,WH-001,ALLOCATED
QL-00267,QT-0072,1,PRODUCT,VAR-0362,,,Enterprise Operational IT Hardware Component Tier-41 (SEC) - Standard Edition,30,3200.00,3.00,2880.00,18.0,16761.60,109881.60,ONE_TIME,WH-001,ALLOCATED
QL-00268,QT-0072,2,PRODUCT,VAR-0354,,,Enterprise Operational IT Hardware Component Tier-37 (MON) - Standard Edition,20,23500.00,3.00,14100.00,18.0,82062.00,537962.00,ONE_TIME,WH-001,ALLOCATED
QL-00269,QT-0072,3,PRODUCT,VAR-0499,,,Dell PowerVault ME5024 Dual Controller 24-Bay 2U Array with 8x 16Gb FC Ports Populated with 64TB Enterprise Storage (4x 16TB),5,884000.00,0.00,0.00,18.0,795600.00,5215600.00,ONE_TIME,WH-001,ALLOCATED
QL-00270,QT-0072,4,PRODUCT,VAR-0494,,,Cisco CBS350 48-Port Gigabit PoE+ (370W) 4x 10G SFP+ Switch with Dual Redundant Power Supplies (1+1 RPS),30,134400.00,12.00,483840.00,18.0,638668.80,4186828.80,ONE_TIME,WH-001,ALLOCATED
QL-00271,QT-0072,5,PRODUCT,VAR-0007,,,Dell XPS 14 Core Ultra 7 / 32GB / 1TB / RTX 4050 / OLED 3.2K,10,186000.00,3.00,55800.00,18.0,324756.00,2128956.00,ONE_TIME,WH-001,ALLOCATED
QL-00272,QT-0072,6,SERVICE,,SRV-003,,L2/L3 Network & VLAN Setup,1,12000.00,0.00,0.00,18.0,2160.00,14160.00,ONE_TIME,,PENDING
QL-00273,QT-0072,7,SUBSCRIPTION,,,SUB-003,24x7 Enterprise Infrastructure NOC Monitoring (Monthly),1,8500.00,0.00,0.00,18.0,1530.00,10030.00,RECURRING,,PENDING
QL-00274,QT-0073,1,PRODUCT,VAR-0122,,,"Samsung PM1733 7.68TB NVMe PCIe Gen4 U.2 2.5"" SSD",50,83000.00,0.00,0.00,18.0,747000.00,4897000.00,ONE_TIME,WH-001,ALLOCATED
QL-00275,QT-0073,2,PRODUCT,VAR-0236,,,Cisco CBS350 24-Port Gigabit PoE+ (195W) 4x SFP Switch,20,51000.00,12.00,122400.00,18.0,161568.00,1059168.00,ONE_TIME,WH-001,ALLOCATED
QL-00276,QT-0073,3,PRODUCT,VAR-0425,,,Enterprise Operational IT Hardware Component Tier-72 (MON) - Professional High-End Edition,20,29375.00,7.50,44062.50,18.0,97818.75,641256.25,ONE_TIME,WH-001,ALLOCATED
QL-00277,QT-0073,4,PRODUCT,VAR-0339,,,Enterprise Operational IT Hardware Component Tier-29 (UPS) - Professional High-End Edition,5,26250.00,10.00,13125.00,18.0,21262.50,139387.50,ONE_TIME,WH-001,ALLOCATED
QL-00278,QT-0074,1,PRODUCT,VAR-0421,,,Enterprise Operational IT Hardware Component Tier-70 (ACC) - Professional High-End Edition,2,2250.00,3.00,135.00,18.0,785.70,5150.70,ONE_TIME,WH-001,ALLOCATED
QL-00279,QT-0074,2,PRODUCT,VAR-0023,,,MacBook Pro 16 M3 Max (14-CPU / 30-GPU / 36GB / 1TB) Space Black,30,349900.00,10.00,1049700.00,18.0,1700514.00,11147814.00,ONE_TIME,WH-001,ALLOCATED
QL-00280,QT-0074,3,PRODUCT,VAR-0250,,,Eaton 5P 1500VA (1100W) 1U Rackmount UPS with Rail Kit,5,46000.00,3.00,6900.00,18.0,40158.00,263258.00,ONE_TIME,WH-001,ALLOCATED
QL-00281,QT-0075,1,PRODUCT,VAR-0151,,,Dell WD19S 130W USB-C Dock with 90W Power Delivery,5,14500.00,5.00,3625.00,18.0,12397.50,81272.50,ONE_TIME,WH-001,ALLOCATED
QL-00282,QT-0075,2,PRODUCT,VAR-0058,,,HPE DL380 Gen11 2x Xeon Gold 5416S / 128GB DDR5 / 8x 960GB SSD / Dual 1000W,5,597000.00,10.00,298500.00,18.0,483570.00,3170070.00,ONE_TIME,WH-001,ALLOCATED
QL-00283,QT-0075,3,SERVICE,,SRV-007,,Wi-Fi Site Survey & Heatmap Tuning,1,22000.00,10.00,2200.00,18.0,3564.00,23364.00,ONE_TIME,,PENDING
QL-00284,QT-0076,1,PRODUCT,VAR-0291,,,Enterprise Operational IT Hardware Component Tier-05 (ACC) - Professional High-End Edition,5,2250.00,7.50,843.75,18.0,1873.12,12279.37,ONE_TIME,WH-001,ALLOCATED
QL-00285,QT-0076,2,PRODUCT,VAR-0088,,,Apple iPad 10th Gen 256GB Wi-Fi + 5G Cellular Blue,30,60900.00,7.50,137025.00,18.0,304195.50,1994170.50,ONE_TIME,WH-001,ALLOCATED
QL-00286,QT-0076,3,SUBSCRIPTION,,,SUB-008,Managed SOC Threat Hunting (Per Server Node) (Monthly),1,4200.00,0.00,0.00,18.0,756.00,4956.00,RECURRING,,PENDING
QL-00287,QT-0077,1,PRODUCT,VAR-0225,,,Google Pixel 7a 128GB Sea Blue,75,41999.00,10.00,314992.50,18.0,510287.85,3345220.35,ONE_TIME,WH-001,ALLOCATED
QL-00288,QT-0077,2,PRODUCT,VAR-0421,,,Enterprise Operational IT Hardware Component Tier-70 (ACC) - Professional High-End Edition,75,2250.00,3.00,5062.50,18.0,29463.75,193151.25,ONE_TIME,WH-001,ALLOCATED
QL-00289,QT-0077,3,PRODUCT,VAR-0147,,,HP LaserJet Enterprise M611dn with Additional 550-Sheet Feeder Tray,30,108000.00,12.00,388800.00,18.0,513216.00,3364416.00,ONE_TIME,WH-001,ALLOCATED
QL-00290,QT-0078,1,PRODUCT,VAR-0172,,,ThinkPad T16 Gen 2 i5 / 16GB / 512GB / WUXGA,5,89000.00,7.50,33375.00,18.0,74092.50,485717.50,ONE_TIME,WH-001,ALLOCATED
QL-00291,QT-0078,2,PRODUCT,VAR-0351,,,Enterprise Operational IT Hardware Component Tier-35 (ACC) - Professional High-End Edition,20,2250.00,3.00,1350.00,18.0,7857.00,51507.00,ONE_TIME,WH-001,ALLOCATED
QL-00292,QT-0078,3,PRODUCT,VAR-0465,,,"Dell U2723QE 27"" 4K UHD (3840x2160) IPS Black USB-C Hub Display with Premium Dual-Monitor Desk Arm Bundle",2,60500.00,0.00,0.00,18.0,21780.00,142780.00,ONE_TIME,WH-001,ALLOCATED
QL-00293,QT-0078,4,PRODUCT,VAR-0071,,,Apple iPhone 15 256GB Blue,5,89900.00,10.00,44950.00,18.0,72819.00,477369.00,ONE_TIME,WH-001,ALLOCATED
QL-00294,QT-0078,5,SERVICE,,SRV-009,,Semi-Annual Preventive Maintenance,1,9000.00,10.00,900.00,18.0,1458.00,9558.00,ONE_TIME,,PENDING
QL-00295,QT-0079,1,PRODUCT,VAR-0154,,,HP USB-C Dock G5 with 120W Power Supply,75,14200.00,10.00,106500.00,18.0,172530.00,1131030.00,ONE_TIME,WH-001,ALLOCATED
QL-00296,QT-0079,2,PRODUCT,VAR-0099,,,Cisco C9200L 48-Port PoE+ (740W) 4x 10G SFP+ Network Essentials,30,282000.00,0.00,0.00,18.0,1522800.00,9982800.00,ONE_TIME,WH-001,ALLOCATED
QL-00297,QT-0079,3,PRODUCT,VAR-0182,,,HP ProBook 450 G10 i5 / 16GB / 512GB SSD,2,59000.00,7.50,8850.00,18.0,19647.00,128797.00,ONE_TIME,WH-001,ALLOCATED
QL-00298,QT-0079,4,PRODUCT,VAR-0488,,,Logitech MeetUp All-in-One ConferenceCam with Remote bundled with Additional Table Microphone Pod,50,97900.00,3.00,146850.00,18.0,854667.00,5602817.00,ONE_TIME,WH-001,ALLOCATED
QL-00299,QT-0079,5,PRODUCT,VAR-0040,,,HP Pro SFF 400 G9 i7 / 32GB / 1TB SSD / Win 11 Pro,30,69500.00,10.00,208500.00,18.0,337770.00,2214270.00,ONE_TIME,WH-001,ALLOCATED
QL-00300,QT-0080,1,PRODUCT,VAR-0442,,,Enterprise Operational IT Hardware Component Tier-81 (SEC) - Standard Edition,10,3200.00,0.00,0.00,18.0,5760.00,37760.00,ONE_TIME,WH-001,ALLOCATED
QL-00301,QT-0080,2,PRODUCT,VAR-0431,,,Enterprise Operational IT Hardware Component Tier-75 (ACC) - Professional High-End Edition,50,2250.00,10.00,11250.00,18.0,18225.00,119475.00,ONE_TIME,WH-001,ALLOCATED
QL-00302,QT-0080,3,SUBSCRIPTION,,,SUB-007,Enterprise Endpoint Detection & Response (Per Seat) (Annually),1,3800.00,0.00,0.00,18.0,684.00,4484.00,RECURRING,,PENDING
