recommendation_id,source_product_id,recommended_product_id,recommendation_type,confidence_score,co_purchase_rate,margin_delta,priority,promotion_active,minimum_margin_percent,reason,status
REC-0328,PROD-0174,PROD-0100,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0329,PROD-0174,PROD-0172,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0330,PROD-0175,PROD-0170,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0331,PROD-0175,PROD-0172,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0332,PROD-0176,PROD-0169,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0333,PROD-0176,PROD-0172,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0334,PROD-0177,PROD-0152,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0335,PROD-0178,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0336,PROD-0178,PROD-0170,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0337,PROD-0181,PROD-0099,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0338,PROD-0181,PROD-0175,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0339,PROD-0182,PROD-0081,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0340,PROD-0183,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0341,PROD-0183,PROD-0170,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0342,PROD-0186,PROD-0100,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0343,PROD-0186,PROD-0100,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0344,PROD-0187,PROD-0153,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0345,PROD-0188,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0346,PROD-0188,PROD-0171,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0347,PROD-0191,PROD-0169,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0348,PROD-0191,PROD-0175,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0349,PROD-0192,PROD-0081,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0350,PROD-0193,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0351,PROD-0193,PROD-0100,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0352,PROD-0196,PROD-0100,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0353,PROD-0196,PROD-0172,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0354,PROD-0197,PROD-0084,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0355,PROD-0198,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0356,PROD-0198,PROD-0100,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0357,PROD-0201,PROD-0169,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0358,PROD-0201,PROD-0170,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0359,PROD-0202,PROD-0081,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0360,PROD-0203,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0361,PROD-0203,PROD-0169,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0362,PROD-0206,PROD-0172,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0363,PROD-0206,PROD-0170,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0364,PROD-0207,PROD-0083,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0365,PROD-0208,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0366,PROD-0208,PROD-0099,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0367,PROD-0211,PROD-0170,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0368,PROD-0211,PROD-0172,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0369,PROD-0212,PROD-0082,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0370,PROD-0213,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0371,PROD-0213,PROD-0171,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0372,PROD-0216,PROD-0100,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0373,PROD-0216,PROD-0175,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0374,PROD-0217,PROD-0081,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0375,PROD-0218,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0376,PROD-0218,PROD-0171,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0377,PROD-0221,PROD-0170,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0378,PROD-0221,PROD-0175,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0379,PROD-0222,PROD-0084,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0380,PROD-0223,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0381,PROD-0223,PROD-0170,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0382,PROD-0226,PROD-0170,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0383,PROD-0226,PROD-0100,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0384,PROD-0227,PROD-0081,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0385,PROD-0228,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0386,PROD-0228,PROD-0172,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0387,PROD-0231,PROD-0169,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0388,PROD-0231,PROD-0100,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0389,PROD-0232,PROD-0083,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0390,PROD-0233,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0391,PROD-0233,PROD-0099,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0392,PROD-0236,PROD-0172,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0393,PROD-0236,PROD-0100,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0394,PROD-0237,PROD-0153,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0395,PROD-0238,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0396,PROD-0238,PROD-0100,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0397,PROD-0241,PROD-0172,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0398,PROD-0241,PROD-0172,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0399,PROD-0242,PROD-0083,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0400,PROD-0243,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0401,PROD-0243,PROD-0099,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0402,PROD-0246,PROD-0170,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0403,PROD-0246,PROD-0172,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0404,PROD-0247,PROD-0082,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0405,PROD-0248,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0406,PROD-0248,PROD-0099,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0407,PROD-0251,PROD-0169,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0408,PROD-0251,PROD-0172,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0409,PROD-0252,PROD-0084,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0410,PROD-0253,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0411,PROD-0253,PROD-0170,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0412,PROD-0256,PROD-0172,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0413,PROD-0256,PROD-0170,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0414,PROD-0257,PROD-0083,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0415,PROD-0258,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0416,PROD-0258,PROD-0169,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
REC-0417,PROD-0261,PROD-0100,ATTACHMENT,0.94,0.87,14.5,1,True,25.0,Certified 10G SFP+ optical transceivers for wire-speed perimeter firewall inspection ports,ACTIVE
REC-0418,PROD-0261,PROD-0170,CROSS_SELL,0.91,0.82,19.0,2,True,30.0,Category 6A shielded patch cabling ensures interference-free security appliance uplinks,ACTIVE
REC-0419,PROD-0262,PROD-0084,CROSS_SELL,0.88,0.78,10.0,1,True,20.0,"Thunderbolt/USB-C docking hub connects monitor, ethernet, and high-wattage charging",ACTIVE
REC-0420,PROD-0263,PROD-0173,ATTACHMENT,0.95,0.88,12.0,1,True,22.0,Enterprise sliding rail kit engineered for heavy SAN/NAS storage chassis installations,ACTIVE
REC-0421,PROD-0263,PROD-0100,CROSS_SELL,0.91,0.83,16.0,2,True,25.0,Short-wave 16Gb/32Gb Fibre Channel optical transceivers for low-latency SAN fabric,ACTIVE
